ds,y,yhat,yhat_lower,yhat_upper,effect
2024-01-01,0.17644910394265234,0.18841555301488058,0.16393087781025634,0.21641192434756867,-0.011966449072228241
2024-02-01,0.14440747126436781,0.15845286405700273,0.1319456323273354,0.1838038128577625,-0.01404539279263492
2024-03-01,0.16219301075268816,0.18135289777180802,0.15601921490609622,0.20762977315433728,-0.01915988701911986
2024-04-01,0.16549148148148146,0.13975858788290602,0.11471591950044338,0.16636472060118088,0.025732893598575446
2024-05-01,0.1436578853046595,0.14001759145121728,0.11447058730558925,0.16679117475519828,0.0036402938534422224
2024-06-01,0.1587427777777778,0.14179577162025217,0.11672797426519417,0.17050301712155308,0.016947006157525618
2024-07-01,0.1620621863799283,0.15730679633587635,0.13432823868712346,0.18261609774659737,0.004755390044051955
2024-08-01,0.1334589605734767,0.1468122376435091,0.1187653985375841,0.17322499132723337,-0.013353277070032393
2024-09-01,0.18850425925925926,0.1597773012179112,0.13179543735076973,0.18500959673299477,0.02872695804134806
2024-10-01,0.1651356630824373,0.14675855096619764,0.12131101055810567,0.17440094344378634,0.018377112116239658
2024-11-01,0.17937611111111113,0.15118904260636506,0.12440626249169227,0.17883952130828132,0.02818706850474606
2024-12-01,0.15439229390681003,0.16324039283398722,0.13595048623469808,0.19017521944868732,-0.008848098927177195
2025-01-01,0.19703960573476703,0.15824050423591882,0.13097565842587489,0.1850548363232059,0.038799101498848215
2025-02-01,0.22212599206349207,0.17110414688496126,0.14469109475790393,0.19749181586083683,0.05102184517853081
2025-03-01,0.15330824372759858,0.168844456700338,0.14288970357182515,0.1965637912900958,-0.015536212972739438
2025-04-01,0.17433944444444444,0.14172146879285635,0.11640710578899026,0.16977405302992943,0.03261797565158808
2025-05-01,0.17380663082437275,0.14849161728458998,0.122854067238604,0.1742900873109003,0.02531501353978277
2025-06-01,0.20445888888888888,0.13292761885913734,0.10638184023902324,0.16098072273772773,0.07153127002975154
2025-07-01,0.18038279569892474,0.14270365733051404,0.1160041460770472,0.16939428239087134,0.03767913836841069
2025-08-01,0.19850035842293906,0.1489312724092417,0.1231838055879473,0.17703185182612297,0.04956908601369736
2025-09-01,0.18064314814814816,0.16208615085885675,0.13259533257458397,0.19072794900263387,0.018556997289291416
2025-10-01,0.15594480286738352,0.13855691132390507,0.11124148270092761,0.16632423908587168,0.017387891543478445
2025-11-01,0.17157240740740742,0.14495007208847582,0.12075021401334969,0.1726605799742127,0.0266223353189316
2025-12-01,0.1958320788530466,0.16112894260218974,0.13297620774292035,0.19003596962646405,0.03470313625085686
2026-01-01,0.19309372759856633,0.16362997374259142,0.135863867503398,0.19178248866401384,0.02946375385597491
2026-02-01,0.17982519841269842,0.1623217884422374,0.13337690794148235,0.19032489114568926,0.017503409970461015
2026-03-01,0.15304175627240144,0.15652681712628727,0.12745664057427197,0.18421619738640224,-0.003485060853885835
2026-04-01,0.14959822222222222,0.14397927979279793,0.11526715308189422,0.1738270296498057,0.0056189424294242896
